date,stk_cd,isinCd,itmsNm,mrktCtg,close,vs,fltRt,mkp,hipr,lopr,volume,amount,lstgStCnt,mrktTotAmt,open_pric,high_pric,low_pric,close_pric,pred_rt,flu_rt,trde_qty,amt_mn,crd_rt,ind,orgn,for_qty,frgn,prm,for_rt,for_poss,for_wght,for_netprps,orgn_netprps,ind_netprps,crd_remn_rt,ma5,ma20,ma60,macd,macd_sig,macd_hist,poc_price,target,reg_return_1d,reg_mdd_1d,class_win_1d,class_lose_1d,reg_return_3d,reg_mdd_3d,class_win_3d,class_lose_3d,reg_return_5d,reg_mdd_5d,class_win_5d,class_lose_5d,reg_return_10d,reg_mdd_10d,class_win_10d,class_lose_10d
20211130,3230,KR7003230000,삼양식품,KOSPI,78900,-3100,-3.78,81700,82900,78200,53110,4271857100,7533015,594354883500,81700,82900,78200,-78900,-3100,-3.78,53110,4272,1.7,+13708,--9321,--7412,--4764,--7326,5.81,5.81,5.81,--7412,--9321,+13708,1.7,80900.0,80709.09090909091,80709.09090909091,-8.735966549065779,3.026390475316515,-11.762357024382293,80180.0,-1,0.034220532319391594,0.034220532319391594,0,0,0.10646387832699622,0.034220532319391594,1,0,0.13054499366286443,0.034220532319391594,1,0,0.1951837769328264,0.034220532319391594,1,0
20211201,3230,KR7003230000,삼양식품,KOSPI,81600,2700,3.42,78000,81700,77800,55532,4414250600,7533015,614694024000,78000,81700,77800,81600,2700,3.42,55532,4414,1.66,+15214,--21115,+9042,+8562,+4657,5.94,5.94,5.94,+9042,--21115,+15214,1.66,81180.0,80783.33333333333,80783.33333333333,59.59943536695209,14.340999453643633,45.25843591330846,79900.0,2,0.06862745098039214,0.06862745098039214,1,0,0.09313725490196068,0.06862745098039214,1,0,0.09313725490196068,0.056372549019607865,1,0,0.178921568627451,0.056372549019607865,1,0
20211202,3230,KR7003230000,삼양식품,KOSPI,87200,5600,6.86,81400,87800,81400,192506,16568164100,7533015,656878908000,81400,87800,81400,87200,5600,6.86,192506,16568,1.72,--68097,+29900,+38477,+21327,+41009,6.45,6.45,6.45,+38477,+29900,--68097,1.72,82640.0,81276.92307692308,81276.92307692308,559.1830188012245,123.30940332315981,435.8736154780647,80800.0,2,0.0011467889908256534,0.0011467889908256534,0,0,0.022935779816513735,0.0011467889908256534,0,0,0.022935779816513735,-0.011467889908256867,0,0,0.10321100917431192,-0.011467889908256867,1,0
20211203,3230,KR7003230000,삼양식품,KOSPI,87300,100,0.11,87500,88100,86300,55293,4805281300,7533015,657632209500,87500,88100,86300,87300,100,0.11,55293,4805,1.78,+11180,--12262,+292,--453,--2775,6.45,6.45,6.45,+292,--12262,+11180,1.78,83400.0,81707.14285714286,81707.14285714286,952.1994101665478,289.08740469183743,663.1120054747103,80890.0,2,0.021764032073310347,0.021764032073310347,0,0,0.021764032073310347,-0.012600229095074411,0,0,0.056128293241695326,-0.012600229095074411,1,0,0.10194730813287523,-0.012600229095074411,1,0
20211206,3230,KR7003230000,삼양식품,KOSPI,89200,1900,2.18,88100,90800,86800,152936,13693484300,7533015,671944938000,88100,90800,86800,89200,1900,2.18,152936,13693,1.99,--48259,+27802,+8683,--5661,+13513,6.56,6.56,6.56,+8683,+27802,--48259,1.99,84840.0,82206.66666666667,82206.66666666667,1400.8339115477283,511.43670606301566,889.3972054847127,81700.0,2,-0.0033632286995515237,-0.0033632286995515237,0,0,-0.0033632286995515237,-0.03363228699551568,0,1,0.056053811659192876,-0.03363228699551568,1,1,0.07847533632286985,-0.03363228699551568,1,1
20211207,3230,KR7003230000,삼양식품,KOSPI,88900,-300,-0.34,88300,89900,86400,76881,6764293300,7533015,669685033500,88300,89900,86400,-88900,-300,-0.34,76881,6764,2.04,+5899,--4788,--7658,+602,--13000,6.46,6.46,6.46,--7658,--4788,+5899,2.04,86840.0,82625.0,82625.0,1712.432635860081,751.6358920224288,960.7967438376522,81700.0,2,-0.030371203599550034,-0.030371203599550034,0,1,0.03712035995500562,-0.030371203599550034,0,1,0.06074240719910007,-0.030371203599550034,1,1,0.08211473565804273,-0.030371203599550034,1,1
20211208,3230,KR7003230000,삼양식품,KOSPI,86200,-2700,-3.04,88200,89300,86200,61095,5337713400,7533015,649345893000,88200,89300,86200,-86200,-2700,-3.04,61095,5338,2.11,+7347,--13102,+6639,+9792,--1644,6.55,6.55,6.55,+6639,--13102,+7347,2.11,87760.0,82835.29411764706,82835.29411764706,1721.663173302979,945.641348278539,776.02182502444,86900.0,2,0.012761020881670637,0.012761020881670637,0,0,0.09280742459396762,0.012761020881670637,1,0,0.11600928074245931,0.012761020881670637,1,0,0.11600928074245931,0.012761020881670637,1,0
20211209,3230,KR7003230000,삼양식품,KOSPI,87300,1100,1.28,86900,87900,85600,129398,11226549700,7533015,657632209500,86900,87900,85600,87300,1100,1.28,129398,11227,2.18,+31663,--76195,+42644,+40503,--35592,7.12,7.12,7.12,+42644,--76195,+31663,2.18,87780.0,83083.33333333333,83083.33333333333,1797.024270464186,1115.9179327156685,681.1063377485175,86900.0,2,0.056128293241695326,0.056128293241695326,1,0,0.08018327605956466,0.056128293241695326,1,0,0.10194730813287523,0.056128293241695326,1,0,0.10194730813287523,0.056128293241695326,1,0
20211210,3230,KR7003230000,삼양식품,KOSPI,92200,4900,5.61,87300,94500,87200,288648,26744542500,7533015,694543983000,87300,94500,87200,92200,4900,5.61,288648,26745,2.16,--129505,+59695,+66988,+37646,+58451,8.01,8.01,8.01,+66988,+59695,--129505,2.16,88760.0,83563.15789473684,83563.15789473684,2226.4721469242213,1338.028775557379,888.4433713668423,86150.0,2,0.021691973969631295,0.021691973969631295,0,0,0.04338394793926237,0.021691973969631295,0,0,0.04338394793926237,0.015184381778741818,0,0,0.04338394793926237,-0.0032537960954447387,0,0
20211213,3230,KR7003230000,삼양식품,KOSPI,94200,2000,2.17,93200,98000,93200,346272,33299597100,7533015,709610013000,93200,98000,93200,94200,2000,2.17,346272,33300,2.47,--76213,+53903,+23972,+22530,+25399,8.32,8.32,8.32,+23972,+53903,--76213,2.47,89760.0,84095.0,84095.0,2697.1054159806663,1609.8441036420368,1087.2613123386295,87900.0,2,0.0010615711252655036,0.0010615711252655036,0,0,0.02123142250530785,-0.006369426751592355,0,0,0.02123142250530785,-0.00849256900212314,0,0,0.02123142250530785,-0.02441613588110403,0,0
20211214,3230,KR7003230000,삼양식품,KOSPI,94300,100,0.11,94200,97000,92700,103479,9862044100,7533015,710363314500,94200,97000,92700,94300,100,0.11,103479,9862,2.31,--12976,+12130,--4437,+294,--3982,8.27,8.27,8.27,--4437,+12130,--12976,2.31,90840.0,84770.0,84580.95238095238,3043.076149104905,1896.4905127346105,1146.5856363702947,87900.0,2,0.020148462354188768,0.020148462354188768,0,0,0.020148462354188768,-0.007423117709437932,0,0,0.020148462354188768,-0.009544008483563071,0,0,0.020148462354188768,-0.02545068928950156,0,0
20211215,3230,KR7003230000,삼양식품,KOSPI,96200,1900,2.01,94500,97300,94100,104231,9977051900,7533015,724676043000,94500,97300,94100,96200,1900,2.01,104231,9977,2.75,--18341,+26697,--12264,+15296,--10242,8.1,8.1,8.1,--12264,+26697,--18341,2.75,92840.0,85540.0,85109.09090909091,3431.0238613919064,2203.39718246607,1227.6266789258366,87900.0,2,-0.027027027027026973,-0.027027027027026973,0,0,-0.008316008316008316,-0.029106029106029108,0,0,-0.0020790020790020236,-0.029106029106029108,0,0,-0.0020790020790020236,-0.04469854469854473,0,1
20211216,3230,KR7003230000,삼양식품,KOSPI,93600,-2600,-2.7,97200,97200,93000,66194,6221962700,7533015,705090204000,97200,97200,93000,-93600,-2600,-2.7,66194,6222,2.82,+6481,--8631,+822,+7270,--8350,8.11,8.11,8.11,+822,--8631,+6481,2.82,94100.0,86210.0,85478.26086956522,3488.4641047917976,2460.4105669312157,1028.0535378605819,87900.0,2,0.019230769230769162,0.019230769230769162,0,0,0.02564102564102555,-0.002136752136752129,0,0,0.02564102564102555,-0.0032051282051281937,0,0,0.02564102564102555,-0.01816239316239321,0,0
20211217,3230,KR7003230000,삼양식품,KOSPI,95400,1800,1.92,92700,96900,92700,86738,8243677800,7533015,718649631000,92700,96900,92700,95400,1800,1.92,86738,8244,2.83,--21325,+11595,+6784,+14441,+8613,8.2,8.2,8.2,+6784,+11595,--21325,2.83,94740.0,86955.0,85891.66666666667,3637.3023113895324,2695.788915822879,941.5133955666533,95980.0,2,-0.02096436058700213,-0.02096436058700213,0,0,0.0062893081761006275,-0.02096436058700213,0,0,0.0062893081761006275,-0.0366876310272537,0,1,0.0062893081761006275,-0.0366876310272537,0,1
20211220,3230,KR7003230000,삼양식품,KOSPI,93400,-2000,-2.1,95000,96700,93000,65736,6232950500,7533015,703583601000,95000,96700,93000,-93400,-2000,-2.1,65736,6233,2.89,--7723,+562,+6486,+8963,+2538,8.29,8.29,8.29,+6486,+562,--7723,2.89,94580.0,87585.0,86192.0,3552.918543779335,2867.21484141417,685.7037023651646,95980.0,-1,0.027837259100642386,0.027837259100642386,0,0,0.027837259100642386,-0.0010706638115631772,0,0,0.027837259100642386,-0.016059957173447548,0,0,0.027837259100642386,-0.016059957173447548,0,0
20211221,3230,KR7003230000,삼양식품,KOSPI,96000,2600,2.78,93500,97800,92400,94867,9027714400,7533015,723169440000,93500,97800,92400,96000,2600,2.78,94867,9028,2.81,--4491,--14583,+6024,+18306,+13603,8.37,8.37,8.37,+6024,--14583,--4491,2.81,94920.0,88375.0,86569.23076923077,3653.7242125316843,3024.516715637673,629.2074968940115,95980.0,2,-0.018750000000000044,-0.018750000000000044,0,0,-0.018750000000000044,-0.04270833333333335,0,1,-0.014583333333333282,-0.04270833333333335,0,1,-0.009375000000000022,-0.04270833333333335,0,1
20211222,3230,KR7003230000,삼양식품,KOSPI,94200,-1800,-1.88,96000,96500,94200,83320,7896864800,7533015,709610013000,96000,96500,94200,-94200,-1800,-1.88,83320,7897,2.72,+4260,--25936,+20895,+37495,+12838,8.65,8.65,8.65,+20895,--25936,+4260,2.72,94520.0,89075.0,86851.85185185185,3547.4753864825907,3129.1084498066566,418.3669366759341,95980.0,-1,-0.009554140127388533,-0.009554140127388533,0,0,-0.0031847133757961776,-0.02441613588110403,0,0,0.009554140127388644,-0.02441613588110403,0,0,0.009554140127388644,-0.02441613588110403,0,0
20211223,3230,KR7003230000,삼양식품,KOSPI,93300,-900,-0.96,95000,95200,93000,50750,4750054500,7533015,702830299500,95000,95200,93000,-93300,-900,-0.96,50750,4750,2.82,+909,--15877,+12714,+16172,--355,8.82,8.82,8.82,+12714,--15877,+909,2.82,94460.0,89745.0,87082.14285714286,3352.010062524103,3173.688772350146,178.3212901739571,95980.0,-1,-0.015005359056806,-0.015005359056806,0,0,0.013933547695605508,-0.015005359056806,0,0,0.019292604501607746,-0.015005359056806,0,0,0.019292604501607746,-0.015005359056806,0,0
20211224,3230,KR7003230000,삼양식품,KOSPI,91900,-1400,-1.5,93600,94100,91600,59476,5497116600,7533015,692284078500,93600,94100,91600,-91900,-1400,-1.5,59476,5497,2.74,+312,--19981,+20141,+21645,+9288,9.08,9.08,9.08,+20141,--19981,+312,2.74,93760.0,90165.0,87248.27586206897,3048.9872581404197,3148.748469508201,-99.76121136778147,95980.0,0,0.02176278563656142,0.02176278563656142,0,0,0.03482045701849845,0.02176278563656142,0,0,0.03482045701849845,0.02176278563656142,0,0,0.03482045701849845,0.02176278563656142,0,0
20211227,3230,KR7003230000,삼양식품,KOSPI,93900,2000,2.18,92200,95900,90900,79276,7429330900,7533015,707350108500,92200,95900,90900,93900,2000,2.18,79276,7429,2.82,--22830,+9920,+13772,+8013,+8749,9.27,9.27,9.27,+13772,+9920,--22830,2.82,93860.0,90760.0,87470.0,2936.3740950689535,3106.273594620352,-169.89949955139855,95980.0,-1,0.007454739084131967,0.007454739084131967,0,0,0.012779552715654896,0.007454739084131967,0,0,0.012779552715654896,0.007454739084131967,0,0,0.012779552715654896,0.007454739084131967,0,0
20211228,3230,KR7003230000,삼양식품,KOSPI,94600,700,0.75,93900,95200,93000,62613,5912412400,7533015,712623219000,93900,95200,93000,94600,700,0.75,62613,5912,2.84,--7822,+3306,+3894,+9835,+455,9.32,9.32,9.32,+3894,+3306,--7822,2.84,93580.0,91545.0,87700.0,2870.5219120919646,3059.1232581146746,-188.60134602271,95980.0,-1,0.005285412262156397,0.005285412262156397,0,0,0.005285412262156397,0.0021141649048626032,0,0,0.005285412262156397,0.0021141649048626032,0,0,0.005285412262156397,0.0021141649048626032,0,0
20211229,3230,KR7003230000,삼양식품,KOSPI,95100,500,0.53,94700,96800,94100,51750,4955169300,7533015,716389726500,94700,96800,94100,95100,500,0.53,51750,4955,2.63,--13651,+5521,+2181,+3847,+2762,9.35,9.35,9.35,+2181,+5521,--13651,2.63,93760.0,92220.0,87931.25,2826.1018609038147,3012.518978672503,-186.4171177686885,96340.0,-1,-0.003154574132492094,-0.003154574132492094,0,0,-0.003154574132492094,-0.003154574132492094,0,0,-0.003154574132492094,-0.003154574132492094,0,0,-0.003154574132492094,-0.003154574132492094,0,0
20211230,3230,KR7003230000,삼양식품,KOSPI,94800,-300,-0.32,95400,95600,93200,37327,3513959300,7533015,714129822000,95400,95600,93200,-94800,-300,-0.32,37327,3514,2.6,+8760,--5163,--10245,+1010,--7678,9.21,9.21,9.21,--10245,--5163,+8760,2.6,94060.0,92600.0,88139.39393939394,2735.1619135523797,2957.0475656484787,-221.88565209609897,94280.0,-1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
20211116,3240,KR7003240009,태광산업,KOSPI,1006000,27000,2.76,993000,1040000,984000,3312,3350243000,1113400,1120080400000,993000,1040000,984000,1006000,27000,2.76,3312,3350,0.2,--389,--18,+454,+478,+537,6.21,6.21,6.21,+454,--18,--389,0.2,1006000.0,1006000.0,1006000.0,0.0,0.0,0.0,989600.0,-1,-0.03280318091451295,-0.03280318091451295,0,1,-0.03976143141153077,-0.03976143141153077,0,1,-0.04870775347912526,-0.04870775347912526,0,1,-0.0874751491053678,-0.0874751491053678,0,1
20211117,3240,KR7003240009,태광산업,KOSPI,973000,-33000,-3.28,1006000,1006000,973000,1491,1460558000,1113400,1083338200000,1006000,1006000,973000,-973000,-33000,-3.28,1491,1461,0.2,+675,+127,--743,--519,--838,6.15,6.15,6.15,--743,+127,+675,0.2,989500.0,989500.0,989500.0,-2632.478632478509,-526.4957264957019,-2105.982905982807,993100.0,-1,-0.0010277492291880241,-0.0010277492291880241,0,0,-0.006166495375128478,-0.007194244604316502,0,0,-0.016443987667009274,-0.025693730729701936,0,0,-0.019527235354573458,-0.056526207605344325,0,1
20211118,3240,KR7003240009,태광산업,KOSPI,972000,-1000,-0.1,971000,990000,966000,646,629973000,1113400,1082224800000,971000,990000,966000,-972000,-1000,-0.1,646,630,0.24,+113,+103,--71,--68,--181,6.14,6.14,6.14,--71,+103,+113,0.24,983666.6666666666,983666.6666666666,983666.6666666666,-4744.7342148196185,-1370.1434241604852,-3374.5907906591333,988200.0,-1,-0.006172839506172867,-0.006172839506172867,0,0,-0.005144032921810648,-0.015432098765432056,0,0,0.010288065843621297,-0.024691358024691357,0,0,-0.01851851851851849,-0.05555555555555558,0,1
20211119,3240,KR7003240009,태광산업,KOSPI,966000,-6000,-0.62,970000,976000,964000,288,278970000,1113400,1075544400000,970000,976000,964000,-966000,-6000,-0.62,288,279,0.24,+46,--4,--42,--42,--59,6.14,6.14,6.14,--42,--4,+46,0.24,979250.0,979250.0,979250.0,-6824.196745544672,-2460.9540884373228,-4363.242657107349,986800.0,-1,0.0010351966873705098,0.0010351966873705098,0,0,0.0010351966873705098,-0.018633540372670843,0,0,0.016563146997929712,-0.018633540372670843,0,0,0.024844720496894457,-0.0496894409937888,0,1
20211122,3240,KR7003240009,태광산업,KOSPI,967000,1000,0.1,971000,976000,963000,542,526185000,1113400,1076657800000,971000,976000,963000,967000,1000,0.1,542,526,0.24,--16,+53,--57,--48,--83,6.13,6.13,6.13,--57,+53,--16,0.24,976800.0,976800.0,976800.0,-8295.864577360102,-3627.936186221879,-4667.928391138223,986100.0,0,-0.010341261633919352,-0.010341261633919352,0,0,0.015511892450879028,-0.01964839710444677,0,0,0.015511892450879028,-0.01964839710444677,0,0,0.02378490175801451,-0.05067218200620471,0,1
20211123,3240,KR7003240009,태광산업,KOSPI,957000,-10000,-1.03,960000,967000,957000,425,407810000,1113400,1065523800000,960000,967000,957000,-957000,-10000,-1.03,425,408,0.24,+149,--79,--229,--83,--91,6.11,6.11,6.11,--229,--79,+149,0.24,967000.0,973500.0,973500.0,-10152.061715365271,-4932.761292050558,-5219.300423314713,981900.0,-1,-0.009404388714733591,-0.009404388714733591,0,0,0.02612330198537105,-0.009404388714733591,0,0,0.02612330198537105,-0.040752351097178674,0,1,0.034482758620689724,-0.040752351097178674,0,1
20211124,3240,KR7003240009,태광산업,KOSPI,948000,-9000,-0.94,957000,959000,944000,542,514567000,1113400,1055503200000,957000,959000,944000,-948000,-9000,-0.94,542,515,0.24,+91,--38,--50,0,--70,6.11,6.11,6.11,--50,--38,+91,0.24,962000.0,969857.1428571428,969857.1428571428,-12208.602929296787,-6387.929619499804,-5820.673309796983,992000.0,0,0.03586497890295348,0.03586497890295348,0,0,0.03586497890295348,0.0052742616033756295,0,0,0.03586497890295348,-0.03164556962025311,0,1,0.044303797468354444,-0.03164556962025311,0,1
20211125,3240,KR7003240009,태광산업,KOSPI,982000,34000,3.59,948000,982000,944000,858,836611000,1113400,1093358800000,948000,982000,944000,982000,34000,3.59,858,837,0.23,--490,+591,--159,+98,--88,6.09,6.09,6.09,--159,+591,--490,0.23,964000.0,971375.0,971375.0,-10968.473077769508,-7304.038311153746,-3664.434766615762,972800.0,-1,-0.029531568228105876,-0.029531568228105876,0,0,-0.022403258655804503,-0.06517311608961307,0,1,-0.022403258655804503,-0.06517311608961307,0,1,0.008146639511201537,-0.06517311608961307,0,1
20211126,3240,KR7003240009,태광산업,KOSPI,953000,-29000,-2.95,977000,977000,953000,744,714636000,1113400,1061070200000,977000,977000,953000,-953000,-29000,-2.95,744,715,0.22,+59,+222,--204,--149,--237,6.07,6.07,6.07,--204,+222,+59,0.22,961400.0,969333.3333333334,969333.3333333334,-12185.254839931731,-8280.281616909342,-3904.973223022389,972800.0,-1,0.007345225603357708,0.007345225603357708,0,0,0.007345225603357708,-0.036726128016789095,0,1,0.03882476390346268,-0.036726128016789095,0,1,0.03882476390346268,-0.036726128016789095,0,1
20211129,3240,KR7003240009,태광산업,KOSPI,960000,7000,0.73,950000,980000,932000,1357,1306543000,1113400,1068864000000,950000,980000,932000,960000,7000,0.73,1357,1307,0.22,--301,+844,--543,+65,--536,6.03,6.03,6.03,--543,+844,--301,0.22,960000.0,968400.0,968400.0,-12441.306022937177,-9112.48649811491,-3328.8195248222673,964400.0,-1,-0.043749999999999956,-0.043749999999999956,0,1,-0.006249999999999978,-0.043749999999999956,0,1,0.03125,-0.043749999999999956,0,1,0.03125,-0.043749999999999956,0,1
20211130,3240,KR7003240009,태광산업,KOSPI,918000,-42000,-4.38,957000,970000,916000,973,907967000,1113400,1022101200000,957000,970000,916000,-918000,-42000,-4.38,973,908,0.22,+171,+119,--291,--344,--142,6.0,6.0,6.0,--291,+119,+171,0.22,952200.0,963818.1818181818,963818.1818181818,-15850.56200936099,-10460.101600364127,-5390.460408996863,978000.0,-1,0.03921568627450989,0.03921568627450989,0,0,0.07843137254901955,0.034858387799564294,1,0,0.07843137254901955,0.034858387799564294,1,0,0.08061002178649246,0.034858387799564294,1,0
20211201,3240,KR7003240009,태광산업,KOSPI,954000,36000,3.92,915000,966000,915000,1176,1118294000,1113400,1062183600000,915000,966000,915000,954000,36000,3.92,1176,1118,0.21,--467,+579,--116,0,--43,5.99,5.99,5.99,--116,+579,--467,0.21,953400.0,963000.0,963000.0,-15469.20345730707,-11461.921971752716,-4007.2814855543547,977500.0,-1,-0.004192872117400381,-0.004192872117400381,0,0,0.037735849056603765,-0.004192872117400381,0,0,0.037735849056603765,-0.004192872117400381,0,0,0.0398322851153039,-0.004192872117400381,0,0
20211202,3240,KR7003240009,태광산업,KOSPI,950000,-4000,-0.42,954000,962000,942000,285,271701000,1113400,1057730000000,954000,962000,942000,-950000,-4000,-0.42,285,272,0.2,+21,--11,+88,0,--56,6.0,6.0,6.0,+88,--11,+21,0.2,947000.0,962000.0,962000.0,-15313.219367153128,-12232.181450832799,-3081.037916320329,977500.0,-1,0.042105263157894646,0.042105263157894646,0,0,0.042105263157894646,0.028421052631578902,0,0,0.042105263157894646,0.026315789473684292,0,0,0.04421052631578948,0.023157894736842044,0,0
20211203,3240,KR7003240009,태광산업,KOSPI,990000,40000,4.21,942000,997000,942000,932,914031000,1113400,1102266000000,942000,997000,942000,990000,40000,4.21,932,914,0.2,--330,+474,--145,0,--129,5.98,5.98,5.98,--145,+474,--330,0.2,954400.0,964000.0,964000.0,-11825.61679660913,-12150.868519988066,325.2517233789349,977500.0,2,-0.013131313131313105,-0.013131313131313105,0,0,-0.010101010101010055,-0.015151515151515138,0,0,0.0,-0.015151515151515138,0,0,0.002020202020202033,-0.018181818181818188,0,0
20211206,3240,KR7003240009,태광산업,KOSPI,977000,-13000,-1.31,1009000,1009000,975000,641,628179000,1113400,1087791800000,1009000,1009000,975000,-977000,-13000,-1.31,641,628,0.2,+142,--123,--17,--80,--119,5.98,5.98,5.98,--17,--123,+142,0.2,957800.0,964866.6666666666,964866.6666666666,-9995.436813457869,-11719.782178682028,1724.3453652241587,977500.0,2,0.003070624360286489,0.003070624360286489,0,0,0.013306038894575156,-0.0020470829068577334,0,0,0.013306038894575156,-0.0051177072671443335,0,0,0.01535312180143289,-0.0051177072671443335,0,0
20211207,3240,KR7003240009,태광산업,KOSPI,980000,3000,0.31,974000,988000,970000,419,410605000,1113400,1091132000000,974000,988000,970000,980000,3000,0.31,419,411,0.2,+42,--27,--116,--28,+32,5.97,5.97,5.97,--116,--27,+42,0.2,970200.0,965812.5,965812.5,-8208.310766106355,-11017.487896166895,2809.1771300605396,977500.0,1,-0.005102040816326481,-0.005102040816326481,0,0,0.010204081632652962,-0.005102040816326481,0,0,0.012244897959183598,-0.008163265306122436,0,0,0.012244897959183598,-0.019387755102040827,0,0
20211208,3240,KR7003240009,태광산업,KOSPI,975000,-5000,-0.51,977000,992000,974000,414,405637000,1113400,1085565000000,977000,992000,974000,-975000,-5000,-0.51,414,406,0.19,+67,+93,--153,--108,--91,5.96,5.96,5.96,--153,+93,+67,0.19,974400.0,966352.9411764706,966352.9411764706,-7113.459181815619,-10236.682153296639,3123.22297148102,977500.0,2,0.01538461538461533,0.01538461538461533,0,0,0.01538461538461533,-0.003076923076923088,0,0,0.017435897435897463,-0.003076923076923088,0,0,0.017435897435897463,-0.018461538461538418,0,0
20211209,3240,KR7003240009,태광산업,KOSPI,990000,15000,1.54,982000,990000,976000,928,914683000,1113400,1102266000000,982000,990000,976000,990000,15000,1.54,928,915,0.2,--317,+311,+6,--20,+311,5.96,5.96,5.96,+6,+311,--317,0.2,982400.0,967666.6666666666,967666.6666666666,-4978.023220541538,-9184.95036674562,4206.9271462040815,977500.0,2,-0.011111111111111072,-0.011111111111111072,0,0,0.002020202020202033,-0.018181818181818188,0,0,0.002020202020202033,-0.018181818181818188,0,0,0.002020202020202033,-0.033333333333333326,0,1
20211210,3240,KR7003240009,태광산업,KOSPI,979000,-11000,-1.11,977000,998000,977000,643,632408000,1113400,1090018600000,977000,998000,977000,-979000,-11000,-1.11,643,632,0.2,--54,--124,+177,+41,+26,5.98,5.98,5.98,+177,--124,--54,0.2,980200.0,968263.1578947369,968263.1578947369,-4125.724125861889,-8173.105118568874,4047.380992706985,977500.0,-1,-0.007150153217568955,-0.007150153217568955,0,0,0.013278855975485282,-0.007150153217568955,0,0,0.013278855975485282,-0.007150153217568955,0,0,0.01532175689479054,-0.022471910112359605,0,0
20211213,3240,KR7003240009,태광산업,KOSPI,972000,-7000,-0.72,995000,995000,972000,664,650643000,1113400,1082224800000,995000,995000,972000,-972000,-7000,-0.72,664,651,0.19,+33,+34,--87,--89,--63,5.97,5.97,5.97,--87,+34,+33,0.19,979200.0,968450.0,968450.0,-3969.3561841512565,-7332.35533168535,3362.999147534094,977500.0,-1,0.020576131687242816,0.020576131687242816,0,0,0.020576131687242816,0.0030864197530864335,0,0,0.020576131687242816,0.0010288065843622185,0,0,0.02263374485596703,-0.015432098765432056,0,0
20211214,3240,KR7003240009,태광산업,KOSPI,992000,20000,2.06,972000,1006000,967000,1266,1259197000,1113400,1104492800000,972000,1006000,967000,992000,20000,2.06,1266,1259,0.19,--815,+905,--103,+126,+309,5.96,5.96,5.96,--103,+905,--815,0.19,981600.0,967750.0,969571.4285714285,-2206.1692647582386,-6307.118118299928,4100.9488535416895,980800.0,2,-0.017137096774193505,-0.017137096774193505,0,0,-0.012096774193548376,-0.017137096774193505,0,0,-0.012096774193548376,-0.03125,0,1,0.002016129032258007,-0.035282258064516125,0,1
20211215,3240,KR7003240009,태광산업,KOSPI,975000,-17000,-1.71,990000,991000,972000,409,399763000,1113400,1085565000000,990000,991000,972000,-975000,-17000,-1.71,409,400,0.19,+172,--9,--163,--144,--195,5.94,5.94,5.94,--163,--9,+172,0.19,981600.0,967850.0,969818.1818181818,-2155.738837715122,-5476.842262182967,3321.103424467845,980800.0,-1,0.00512820512820511,0.00512820512820511,0,0,0.00512820512820511,-0.002051282051282022,0,0,0.00512820512820511,-0.018461538461538418,0,0,0.10153846153846158,-0.018461538461538418,1,0
20211216,3240,KR7003240009,태광산업,KOSPI,980000,5000,0.51,978000,989000,970000,410,399521000,1113400,1091132000000,978000,989000,970000,980000,5000,0.51,410,400,0.19,+13,--28,+49,+15,--22,5.95,5.95,5.95,+49,--28,+13,0.19,979600.0,968250.0,970260.8695652174,-1692.8005961546442,-4720.033928977302,3027.2333328226578,980800.0,-1,-0.005102040816326481,-0.005102040816326481,0,0,-0.005102040816326481,-0.019387755102040827,0,0,0.0,-0.02346938775510199,0,0,0.09591836734693882,-0.02346938775510199,1,0
20211217,3240,KR7003240009,태광산업,KOSPI,975000,-5000,-0.51,978000,990000,970000,712,694517000,1113400,1085565000000,978000,990000,970000,-975000,-5000,-0.51,712,695,0.19,+261,--141,--149,--76,--133,5.93,5.93,5.93,--149,--141,+261,0.19,978800.0,968700.0,970458.3333333334,-1709.6689186226577,-4117.960926906373,2408.2920082837154,980800.0,-1,-0.002051282051282022,-0.002051282051282022,0,0,-0.002051282051282022,-0.018461538461538418,0,0,0.019487179487179596,-0.018461538461538418,0,0,0.10153846153846158,-0.018461538461538418,1,0
20211220,3240,KR7003240009,태광산업,KOSPI,973000,-2000,-0.21,965000,976000,961000,433,418137000,1113400,1083338200000,965000,976000,961000,-973000,-2000,-0.21,433,418,0.19,+56,--23,+85,--37,--27,5.94,5.94,5.94,+85,--23,+56,0.19,979000.0,969000.0,970560.0,-1862.9455938482424,-3666.957860294747,1804.0122664465048,980800.0,-1,-0.012332990750256956,-0.012332990750256956,0,0,0.007194244604316502,-0.016443987667009274,0,0,0.021582733812949728,-0.016443987667009274,0,0,0.10380267214799588,-0.016443987667009274,1,0
20211221,3240,KR7003240009,태광산업,KOSPI,961000,-12000,-1.23,956000,982000,956000,323,311952000,1113400,1069977400000,956000,982000,956000,-961000,-12000,-1.23,323,312,0.19,+49,+14,+47,--64,--101,5.95,5.95,5.95,+47,+14,+49,0.19,972800.0,969200.0,970192.3076923077,-2919.068965106504,-3517.380081257099,598.3111161505949,980800.0,-1,-0.004162330905306932,-0.004162330905306932,0,0,0.03433922996878258,-0.004162330905306932,0,0,0.03433922996878258,-0.004162330905306932,0,0,0.1175858480749219,-0.004162330905306932,1,0
