date,stk_cd,isinCd,itmsNm,mrktCtg,close,vs,fltRt,mkp,hipr,lopr,volume,amount,lstgStCnt,mrktTotAmt,open_pric,high_pric,low_pric,close_pric,pred_rt,flu_rt,trde_qty,amt_mn,crd_rt,ind,orgn,for_qty,frgn,prm,for_rt,for_poss,for_wght,for_netprps,orgn_netprps,ind_netprps,crd_remn_rt
20211229,000120,KR7000120006,CJ대한통운,KOSPI,126500,1500,1.2,125000,128000,124000,58042,7340787000,22812344,2885761516000,125000,128000,-124000,126500,1500,1.2,58042,7341,0.21,+9525,--13393,+3746,--5889,+21143,21.28,21.28,21.28,+3746,--13393,+9525,0.21
20211230,000120,KR7000120006,CJ대한통운,KOSPI,126000,-500,-.4,126500,126500,124500,66720,8386864500,22812344,2874355344000,126500,126500,-124500,-126000,-500,-0.4,66720,8387,0.26,+17101,--8409,--10252,--4061,--9857,21.23,21.23,21.23,--10252,--8409,+17101,0.26
20211116,000150,KR7000150003,두산,KOSPI,138000,500,.36,136500,140500,131000,149715,20348127500,16523835,2280289230000,-136500,140500,-131000,138000,500,0.36,149715,20348,0.36,--3236,--2841,+11817,+17184,+10102,10.51,10.51,10.51,+11817,--2841,--3236,0.36
20211117,000150,KR7000150003,두산,KOSPI,145500,7500,5.43,138000,147000,136500,149446,21447508000,16523835,2404217992500,138000,147000,-136500,145500,7500,5.43,149446,21448,0.42,--36790,+17480,+19629,+9584,+10955,10.63,10.63,10.63,+19629,+17480,--36790,0.42
20211118,000150,KR7000150003,두산,KOSPI,142500,-3000,-2.06,144500,147500,139000,173741,24827776500,16523835,2354646487500,-144500,147500,-139000,-142500,-3000,-2.06,173741,24828,0.41,+8417,+21741,--29793,--2151,--30827,10.45,10.45,10.45,--29793,+21741,+8417,0.41
20211119,000150,KR7000150003,두산,KOSPI,133000,-9500,-6.67,141000,144000,131000,172581,23181138500,16523835,2197670055000,-141000,144000,-131000,-133000,-9500,-6.67,172581,23181,0.37,+26063,--19906,--5929,--788,--866,10.41,10.41,10.41,--5929,--19906,+26063,0.37
20211122,000150,KR7000150003,두산,KOSPI,126000,-7000,-5.26,133500,136000,124000,145757,18568079000,16523835,2082003210000,133500,136000,-124000,-126000,-7000,-5.26,145757,18568,0.39,--3723,--38736,+36976,+28189,+33413,10.63,10.63,10.63,+36976,--38736,--3723,0.39
20211123,000150,KR7000150003,두산,KOSPI,127500,1500,1.19,127000,134000,126500,87833,11347499000,16523835,2106788962500,127000,134000,126500,127500,1500,1.19,87833,11347,0.39,--3757,--6197,+8451,+8156,+8573,10.69,10.69,10.69,+8451,--6197,--3757,0.39
20211124,000150,KR7000150003,두산,KOSPI,127000,-500,-.39,129500,131500,122000,73252,9266189500,16523835,2098527045000,129500,131500,-122000,-127000,-500,-0.39,73252,9266,0.39,+210,+5091,--4792,+1960,--5854,10.66,10.66,10.66,--4792,+5091,+210,0.39
20211125,000150,KR7000150003,두산,KOSPI,123500,-3500,-2.76,126500,128000,121500,51709,6398602000,16523835,2040693622500,-126500,128000,-121500,-123500,-3500,-2.76,51709,6399,0.37,+1812,--7028,+803,+6759,+3077,10.66,10.66,10.66,+803,--7028,+1812,0.37
20211126,000150,KR7000150003,두산,KOSPI,120500,-3000,-2.43,122500,125000,119000,59739,7229641500,16523835,1991122117500,-122500,125000,-119000,-120500,-3000,-2.43,59739,7230,0.39,--11595,--1063,+12637,+10673,+12763,10.74,10.74,10.74,+12637,--1063,--11595,0.39
20211129,000150,KR7000150003,두산,KOSPI,110500,-10000,-8.3,113500,118000,107000,222959,24814457000,16523835,1825883767500,-113500,-118000,-107000,-110500,-10000,-8.3,222959,24814,0.4,+1856,--74202,+73028,+40607,+77813,11.18,11.18,11.18,+73028,--74202,+1856,0.4
20211130,000150,KR7000150003,두산,KOSPI,108500,-2000,-1.81,110500,112000,105000,122874,13226887500,16523835,1792836097500,110500,112000,-105000,-108500,-2000,-1.81,122874,13227,0.37,--7278,--31185,+37890,+19132,+33507,11.41,11.41,11.41,+37890,--31185,--7278,0.37
20211201,000150,KR7000150003,두산,KOSPI,112000,3500,3.23,108500,114000,106000,142354,15745815000,16523835,1850669520000,108500,114000,-106000,112000,3500,3.23,142354,15746,0.38,--3672,+22025,--13074,+9036,--16988,11.33,11.33,11.33,--13074,+22025,--3672,0.38
20211202,000150,KR7000150003,두산,KOSPI,110000,-2000,-1.79,110000,111000,107000,101245,11030388000,16523835,1817621850000,-110000,-111000,-107000,-110000,-2000,-1.79,101245,11030,0.39,+12900,--27495,+24038,+28067,+17060,11.48,11.48,11.48,+24038,--27495,+12900,0.39
20211203,000150,KR7000150003,두산,KOSPI,108500,-1500,-1.36,110500,112500,108000,103073,11285440000,16523835,1792836097500,110500,112500,-108000,-108500,-1500,-1.36,103073,11285,0.36,+20136,--32711,+9118,+13925,+7272,11.53,11.53,11.53,+9118,--32711,+20136,0.36
20211206,000150,KR7000150003,두산,KOSPI,115000,6500,5.99,110000,117000,109500,138949,15834572000,16523835,1900241025000,110000,117000,109500,115000,6500,5.99,138949,15835,0.4,+7134,+15712,--18838,--10353,--15229,11.42,11.42,11.42,--18838,+15712,+7134,0.4
20211207,000150,KR7000150003,두산,KOSPI,114500,-500,-.43,115000,115000,112000,57429,6525227000,16523835,1891979107500,115000,115000,-112000,-114500,-500,-0.43,57429,6525,0.43,+5702,+7344,--11718,--574,--14297,11.35,11.35,11.35,--11718,+7344,+5702,0.43
20211208,000150,KR7000150003,두산,KOSPI,114500,0,0,116000,119000,113500,79960,9289574000,16523835,1891979107500,116000,119000,-113500,114500,0,0.0,79960,9290,0.42,+5269,+14780,--20134,--7556,--19895,11.22,11.22,11.22,--20134,+14780,+5269,0.42
20211209,000150,KR7000150003,두산,KOSPI,118000,3500,3.06,114500,118500,113500,51853,6086474000,16523835,1949812530000,114500,118500,-113500,118000,3500,3.06,51853,6086,0.42,--4293,+14345,--9806,--4579,--10054,11.16,11.16,11.16,--9806,+14345,--4293,0.42
20211210,000150,KR7000150003,두산,KOSPI,118500,500,.42,117000,120000,116000,57247,6770241500,16523835,1958074447500,-117000,120000,-116000,118500,500,0.42,57247,6770,0.44,--1518,+15497,--20072,--3682,--19565,11.04,11.04,11.04,--20072,+15497,--1518,0.44
20211213,000150,KR7000150003,두산,KOSPI,115500,-3000,-2.53,118500,121500,115500,58605,6892389500,16523835,1908502942500,118500,121500,-115500,-115500,-3000,-2.53,58605,6892,0.44,+12221,+10046,--15912,--5394,--14811,10.95,10.95,10.95,--15912,+10046,+12221,0.44
20211214,000150,KR7000150003,두산,KOSPI,113000,-2500,-2.16,114500,116000,110000,61965,6955317000,16523835,1867193355000,-114500,116000,-110000,-113000,-2500,-2.16,61965,6955,0.43,--2152,--5980,+7235,+9256,+9043,10.99,10.99,10.99,+7235,--5980,--2152,0.43
20211215,000150,KR7000150003,두산,KOSPI,113500,500,.44,111500,114500,111000,59465,6721528000,16523835,1875455272500,-111500,114500,-111000,113500,500,0.44,59465,6722,0.43,--9365,+5246,+4068,+18180,+3132,11.01,11.01,11.01,+4068,+5246,--9365,0.43
20211216,000150,KR7000150003,두산,KOSPI,114500,1000,.88,114500,116500,113500,46322,5319645000,16523835,1891979107500,114500,116500,113500,114500,1000,0.88,46322,5320,0.42,--1701,+7157,--5391,--4535,--5774,10.98,10.98,10.98,--5391,+7157,--1701,0.42
20211217,000150,KR7000150003,두산,KOSPI,120500,6000,5.24,113000,123500,113000,118997,14343379000,16523835,1991122117500,-113000,123500,-113000,120500,6000,5.24,118997,14343,0.39,--15523,+16683,+2368,--11359,--12902,11.0,11.0,11.0,+2368,+16683,--15523,0.39
20211220,000150,KR7000150003,두산,KOSPI,123500,3000,2.49,120500,125000,118500,78792,9659657000,16523835,2040693622500,120500,125000,-118500,123500,3000,2.49,78792,9660,0.39,+10942,+12430,--20803,--18980,--21862,10.87,10.87,10.87,--20803,+12430,+10942,0.39
20211221,000150,KR7000150003,두산,KOSPI,118500,-5000,-4.05,125000,126000,116000,92947,11082704500,16523835,1958074447500,125000,126000,-116000,-118500,-5000,-4.05,92947,11083,0.34,+16393,+21407,--41479,--14643,--37798,10.62,10.62,10.62,--41479,+21407,+16393,0.34
20211222,000150,KR7000150003,두산,KOSPI,118000,-500,-.42,119500,121000,116500,29438,3482389500,16523835,1949812530000,119500,121000,-116500,-118000,-500,-0.42,29438,3482,0.34,+4551,+1122,--10842,--5569,--7520,10.55,10.55,10.55,--10842,+1122,+4551,0.34
20211223,000150,KR7000150003,두산,KOSPI,115000,-3000,-2.54,119500,120500,115000,61484,7138706500,16523835,1900241025000,119500,120500,-115000,-115000,-3000,-2.54,61484,7139,0.38,+12578,--10701,--3281,+2324,--1635,10.53,10.53,10.53,--3281,--10701,+12578,0.38
20211224,000150,KR7000150003,두산,KOSPI,117500,2500,2.17,115500,120000,115000,42857,5032641000,16523835,1941550612500,115500,120000,115000,117500,2500,2.17,42857,5033,0.39,--14618,+6945,+6852,+2868,+8318,10.58,10.58,10.58,+6852,+6945,--14618,0.39
20211227,000150,KR7000150003,두산,KOSPI,116000,-1500,-1.28,117500,118500,115000,57927,6738376000,16523835,1916764860000,117500,118500,-115000,-116000,-1500,-1.28,57927,6738,0.4,+8218,--7927,--309,+2965,+415,10.57,10.57,10.57,--309,--7927,+8218,0.4
20211228,000150,KR7000150003,두산,KOSPI,119500,3500,3.02,116500,120000,115500,56918,6745121000,16523835,1974598282500,116500,120000,-115500,119500,3500,3.02,56918,6745,0.37,--25724,+10623,+11092,+7204,+16617,10.64,10.64,10.64,+11092,+10623,--25724,0.37
20211229,000150,KR7000150003,두산,KOSPI,117000,-2500,-2.09,118500,121000,117000,51777,6144902500,16523835,1933288695000,-118500,121000,-117000,-117000,-2500,-2.09,51777,6145,0.39,+9276,--6848,--3564,--3739,--3746,10.62,10.62,10.62,--3564,--6848,+9276,0.39
20211230,000150,KR7000150003,두산,KOSPI,118000,1000,.85,117500,120000,115500,36261,4273068000,16523835,1949812530000,117500,120000,-115500,118000,1000,0.85,36261,4273,0.33,--4683,+9065,--18492,--4305,+2040,10.51,10.51,10.51,--18492,+9065,--4683,0.33
20211116,000210,KR7000210005,DL,KOSPI,63800,-1000,-1.54,64400,65200,63700,86043,5521871200,20955884,1336985399200,-64400,65200,-63700,-63800,-1000,-1.54,86043,5522,2.36,+9279,--11849,+2622,--12546,+1902,13.0,13.0,13.0,+2622,--11849,+9279,2.36
20211117,000210,KR7000210005,DL,KOSPI,60900,-2900,-4.55,63800,64300,60500,275803,17003744500,20955884,1276213335600,63800,64300,-60500,-60900,-2900,-4.55,275803,17004,2.35,+140479,--74779,--83985,--44250,--82209,12.59,12.59,12.59,--83985,--74779,+140479,2.35
20211118,000210,KR7000210005,DL,KOSPI,61500,600,.99,61000,62100,60400,116640,7142575800,20955884,1288786866000,61000,62100,-60400,61500,600,0.99,116640,7143,2.35,--3505,+8122,--1746,+8167,--4995,12.59,12.59,12.59,--1746,+8122,--3505,2.35
20211119,000210,KR7000210005,DL,KOSPI,61400,-100,-.16,61700,62100,60800,59791,3674429400,20955884,1286691277600,61700,62100,-60800,-61400,-100,-0.16,59791,3674,2.43,+11607,--5835,--5518,--9295,--6237,12.56,12.56,12.56,--5518,--5835,+11607,2.43
20211122,000210,KR7000210005,DL,KOSPI,61600,200,.33,60700,61800,60400,126053,7675379600,20955884,1290882454400,-60700,61800,-60400,61600,200,0.33,126053,7675,2.44,+18725,--21227,--2242,--21401,--8900,12.55,12.55,12.55,--2242,--21227,+18725,2.44
20211123,000210,KR7000210005,DL,KOSPI,61400,-200,-.32,61000,61900,60700,85924,5255463900,20955884,1286691277600,-61000,61900,-60700,-61400,-200,-0.32,85924,5255,2.45,+7547,--18388,+12826,--6345,+12115,12.61,12.61,12.61,+12826,--18388,+7547,2.45
20211124,000210,KR7000210005,DL,KOSPI,61100,-300,-.49,61100,62000,60700,60067,3674550400,20955884,1280404512400,-61100,62000,-60700,-61100,-300,-0.49,60067,3675,2.45,+8286,--12509,+6114,+3709,+1179,12.64,12.64,12.64,+6114,--12509,+8286,2.45
20211125,000210,KR7000210005,DL,KOSPI,60300,-800,-1.31,61100,61200,60000,96672,5831132400,20955884,1263639805200,61100,61200,-60000,-60300,-800,-1.31,96672,5831,2.45,+20404,--28888,+847,+3914,+2629,12.64,12.64,12.64,+847,--28888,+20404,2.45
20211126,000210,KR7000210005,DL,KOSPI,59400,-900,-1.49,60200,60400,58900,104391,6219224700,20955884,1244779509600,-60200,60400,-58900,-59400,-900,-1.49,104391,6219,2.46,+8639,--551,--9957,--2139,--10773,12.6,12.6,12.6,--9957,--551,+8639,2.46
20211129,000210,KR7000210005,DL,KOSPI,58300,-1100,-1.85,58100,59400,57900,114228,6680419400,20955884,1221728037200,-58100,59400,-57900,-58300,-1100,-1.85,114228,6680,2.49,+4911,+7847,--18501,--9391,--12276,12.51,12.51,12.51,--18501,+7847,+4911,2.49
20211130,000210,KR7000210005,DL,KOSPI,56000,-2300,-3.95,58900,59900,55400,182753,10471205600,20955884,1173529504000,58900,59900,-55400,-56000,-2300,-3.95,182753,10471,2.48,+23017,--3907,--22849,--28328,--32420,12.4,12.4,12.4,--22849,--3907,+23017,2.48
20211201,000210,KR7000210005,DL,KOSPI,59000,3000,5.36,56000,59800,55700,148059,8612813000,20955884,1236397156000,56000,59800,-55700,59000,3000,5.36,148059,8613,2.42,--21784,+12093,+7230,+10536,+39370,12.43,12.43,12.43,+7230,+12093,--21784,2.42
20211202,000210,KR7000210005,DL,KOSPI,61300,2300,3.9,58200,61500,57500,94943,5719439600,20955884,1284595689200,-58200,61500,-57500,61300,2300,3.9,94943,5719,2.39,--40585,+13665,+20168,+10830,+22019,12.53,12.53,12.53,+20168,+13665,--40585,2.39
20211203,000210,KR7000210005,DL,KOSPI,61800,500,.82,60400,62300,60400,93279,5756340600,20955884,1295073631200,-60400,62300,-60400,61800,500,0.82,93279,5756,2.38,--22950,+16797,+15538,+21096,+18930,12.6,12.6,12.6,+15538,+16797,--22950,2.38
20211206,000210,KR7000210005,DL,KOSPI,63100,1300,2.1,61800,63800,60900,85650,5370608100,20955884,1322316280400,61800,63800,-60900,63100,1300,2.1,85650,5371,2.31,--3854,+645,+6062,+2709,--5340,12.63,12.63,12.63,+6062,+645,--3854,2.31
20211207,000210,KR7000210005,DL,KOSPI,63400,300,.48,63000,63600,62600,46090,2911710700,20955884,1328603045600,-63000,63600,-62600,63400,300,0.48,46090,2912,2.3,--6894,+6727,+106,+1820,+245,12.63,12.63,12.63,+106,+6727,--6894,2.3
20211208,000210,KR7000210005,DL,KOSPI,62300,-1100,-1.74,63900,64300,62000,74698,4710601800,20955884,1305551573200,63900,64300,-62000,-62300,-1100,-1.74,74698,4711,2.33,--4234,+5578,--1715,+2187,+11779,12.62,12.62,12.62,--1715,+5578,--4234,2.33
20211209,000210,KR7000210005,DL,KOSPI,63300,1000,1.61,62800,63400,62400,61770,3895343200,20955884,1326507457200,62800,63400,62400,63300,1000,1.61,61770,3895,2.31,--10124,+7514,+2604,+2956,+8990,12.64,12.64,12.64,+2604,+7514,--10124,2.31
20211210,000210,KR7000210005,DL,KOSPI,63500,200,.32,63100,63700,62300,46830,2957564500,20955884,1330698634000,-63100,63700,-62300,63500,200,0.32,46830,2958,2.33,--15229,+2930,+12029,+6660,+10751,12.69,12.69,12.69,+12029,+2930,--15229,2.33
20211213,000210,KR7000210005,DL,KOSPI,63100,-400,-.63,63600,63900,63000,33993,2156604000,20955884,1322316280400,63600,63900,-63000,-63100,-400,-0.63,33993,2157,2.3,--4065,+3205,--62,+1788,+659,12.69,12.69,12.69,--62,+3205,--4065,2.3
20211214,000210,KR7000210005,DL,KOSPI,62500,-600,-.95,62600,63700,62100,48895,3073255300,20955884,1309742750000,-62600,63700,-62100,-62500,-600,-0.95,48895,3073,2.24,+7436,+483,--8342,--5676,--4770,12.65,12.65,12.65,--8342,+483,+7436,2.24
20211215,000210,KR7000210005,DL,KOSPI,62100,-400,-.64,62000,63300,61800,32346,2022254800,20955884,1301360396400,-62000,63300,-61800,-62100,-400,-0.64,32346,2022,2.23,--1907,+1372,+2267,+4208,+2171,12.67,12.67,12.67,+2267,+1372,--1907,2.23
20211216,000210,KR7000210005,DL,KOSPI,62200,100,.16,62500,63000,61500,48762,3021890500,20955884,1303455984800,62500,63000,-61500,62200,100,0.16,48762,3022,2.16,--8958,+866,+9354,+1514,+7888,12.71,12.71,12.71,+9354,+866,--8958,2.16
20211217,000210,KR7000210005,DL,KOSPI,64500,2300,3.7,61200,64500,61200,109884,7012122200,20955884,1351654518000,-61200,64500,-61200,64500,2300,3.7,109884,7012,2.16,--51029,+24737,+20311,+12744,+22227,12.81,12.81,12.81,+20311,+24737,--51029,2.16
20211220,000210,KR7000210005,DL,KOSPI,63300,-1200,-1.86,64100,64700,63300,59286,3784865800,20955884,1326507457200,-64100,64700,-63300,-63300,-1200,-1.86,59286,3785,2.13,--2531,+8670,--10031,--7810,--7614,12.76,12.76,12.76,--10031,+8670,--2531,2.13
20211221,000210,KR7000210005,DL,KOSPI,62800,-500,-.79,63800,63900,62200,46287,2904934400,20955884,1316029515200,63800,63900,-62200,-62800,-500,-0.79,46287,2905,2.1,+9707,+5133,--45855,--5430,--10858,12.54,12.54,12.54,--45855,+5133,+9707,2.1
20211222,000210,KR7000210005,DL,KOSPI,63500,700,1.11,62900,63900,62800,37836,2395357300,20955884,1330698634000,62900,63900,62800,63500,700,1.11,37836,2395,2.07,--5396,+7399,--6781,+2630,--2409,12.51,12.51,12.51,--6781,+7399,--5396,2.07
20211223,000210,KR7000210005,DL,KOSPI,63700,200,.31,63300,63700,63000,25141,1595548400,20955884,1334889810800,-63300,63700,-63000,63700,200,0.31,25141,1596,2.02,+3612,+7758,--11333,--4996,--7118,12.45,12.45,12.45,--11333,+7758,+3612,2.02
20211224,000210,KR7000210005,DL,KOSPI,63900,200,.31,63700,64400,63500,36855,2351392700,20955884,1339080987600,63700,64400,-63500,63900,200,0.31,36855,2351,1.99,--2613,+9605,--11770,--623,+1320,12.4,12.4,12.4,--11770,+9605,--2613,1.99
20211227,000210,KR7000210005,DL,KOSPI,63000,-900,-1.41,63900,64400,62600,54725,3460531300,20955884,1320220692000,63900,64400,-62600,-63000,-900,-1.41,54725,3461,1.99,+7071,+3641,--31059,+2685,--1423,12.25,12.25,12.25,--31059,+3641,+7071,1.99
20211228,000210,KR7000210005,DL,KOSPI,63000,0,0,63500,63500,62200,77249,4837126700,20955884,1320220692000,63500,63500,-62200,63000,0,0.0,77249,4837,1.98,+5962,+10728,--13834,+3243,+7723,12.18,12.18,12.18,--13834,+10728,+5962,1.98
20211229,000210,KR7000210005,DL,KOSPI,61600,-1400,-2.22,62300,62700,61600,74762,4629558900,20955884,1290882454400,-62300,-62700,-61600,-61600,-1400,-2.22,74762,4630,1.97,+27823,--16457,--42752,+3071,+1748,11.98,11.98,11.98,--42752,--16457,+27823,1.97
20211230,000210,KR7000210005,DL,KOSPI,60900,-700,-1.14,61500,61600,60400,74554,4542935300,20955884,1276213335600,-61500,61600,-60400,-60900,-700,-1.14,74554,4543,1.93,+41696,--13975,--24982,--10981,--22775,11.86,11.86,11.86,--24982,--13975,+41696,1.93
20211116,000240,KR7000240002,한국앤컴퍼니,KOSPI,17100,-250,-1.44,17250,17350,16950,94762,1620933600,94935240,1623392604000,-17250,17350,-16950,-17100,-250,-1.44,94762,1621,0.73,+48725,--21468,--27407,--11342,--28969,9.96,9.96,9.96,--27407,--21468,+48725,0.73
20211117,000240,KR7000240002,한국앤컴퍼니,KOSPI,16500,-600,-3.51,17000,17000,16450,140337,2341358850,94935240,1566431460000,-17000,-17000,-16450,-16500,-600,-3.51,140337,2341,0.73,+61399,--35705,--26969,--12701,--34201,9.93,9.93,9.93,--26969,--35705,+61399,0.73
20211118,000240,KR7000240002,한국앤컴퍼니,KOSPI,16300,-200,-1.21,16550,16550,16250,74168,1213028400,94935240,1547444412000,16550,16550,-16250,-16300,-200,-1.21,74168,1213,0.74,+17825,--21399,+3187,+7608,+2178,9.94,9.94,9.94,+3187,--21399,+17825,0.74
20211119,000240,KR7000240002,한국앤컴퍼니,KOSPI,16200,-100,-.61,16300,16500,16150,68227,1107550250,94935240,1537950888000,16300,16500,-16150,-16200,-100,-0.61,68227,1108,0.74,+14835,--12681,+3510,--503,--11684,9.94,9.94,9.94,+3510,--12681,+14835,0.74
20211122,000240,KR7000240002,한국앤컴퍼니,KOSPI,16450,250,1.54,16200,16500,16100,66504,1087177900,94935240,1561684698000,16200,16500,-16100,16450,250,1.54,66504,1087,0.74,--28436,+14057,+11917,+8000,+23466,9.95,9.95,9.95,+11917,+14057,--28436,0.74
20211123,000240,KR7000240002,한국앤컴퍼니,KOSPI,16050,-400,-2.43,16250,16300,16000,103957,1673025250,94935240,1523710602000,-16250,-16300,-16000,-16050,-400,-2.43,103957,1673,0.74,+28700,--16891,+3502,--12840,--27803,9.96,9.96,9.96,+3502,--16891,+28700,0.74
20211124,000240,KR7000240002,한국앤컴퍼니,KOSPI,16000,-50,-.31,16100,16450,15800,93702,1491840600,94935240,1518963840000,16100,16450,-15800,-16000,-50,-0.31,93702,1492,0.74,+26087,--5435,+771,--410,--24023,9.96,9.96,9.96,+771,--5435,+26087,0.74
20211125,000240,KR7000240002,한국앤컴퍼니,KOSPI,15700,-300,-1.88,16000,16000,15500,121274,1907165800,94935240,1490483268000,16000,16000,-15500,-15700,-300,-1.88,121274,1907,0.75,+6149,+6440,--12683,--6547,--13425,9.94,9.94,9.94,--12683,+6440,+6149,0.75
20211126,000240,KR7000240002,한국앤컴퍼니,KOSPI,15500,-200,-1.27,15750,15800,15500,84232,1312335150,94935240,1471496220000,15750,15800,-15500,-15500,-200,-1.27,84232,1312,0.74,+13160,--17217,--1321,+5121,+3555,9.94,9.94,9.94,--1321,--17217,+13160,0.74
20211129,000240,KR7000240002,한국앤컴퍼니,KOSPI,15200,-300,-1.94,15350,15600,15050,97556,1487486500,94935240,1443015648000,-15350,15600,-15050,-15200,-300,-1.94,97556,1487,0.74,--14298,+16170,--7992,--2188,+1910,9.93,9.93,9.93,--7992,+16170,--14298,0.74
20211130,000240,KR7000240002,한국앤컴퍼니,KOSPI,15150,-50,-.33,15500,16000,15050,200566,3099199000,94935240,1438268886000,15500,16000,-15050,-15150,-50,-0.33,200566,3099,0.74,+16631,--5285,--15284,+155,--14279,9.92,9.92,9.92,--15284,--5285,+16631,0.74
